0.0338904 0.86416 0.89805
0.0338669 0.86416 0.898027
0.0338433 0.86416 0.898003
0.0338198 0.86416 0.897979
0.0337963 0.86416 0.897956
0.0337728 0.86416 0.897932
0.0337494 0.864159 0.897909
0.0337259 0.864159 0.897885
0.0337025 0.864159 0.897862
0.033679 0.864159 0.897838
0.0336556 0.864159 0.897815
0.0336322 0.864159 0.897791
0.0336088 0.864159 0.897768
0.0335855 0.864158 0.897744
0.0335621 0.864158 0.89772
0.0335388 0.864158 0.897697
0.0335154 0.864158 0.897673
0.0334921 0.864158 0.89765
0.0334688 0.864157 0.897626
0.0334456 0.864157 0.897603
0.0334223 0.864157 0.897579
0.033399 0.864157 0.897556
0.0333758 0.864156 0.897532
0.0333526 0.864156 0.897509
0.0333294 0.864156 0.897485
0.0333062 0.864155 0.897462
0.033283 0.864155 0.897438
0.0332599 0.864155 0.897414
0.0332367 0.864154 0.897391
0.0332136 0.864154 0.897367
0.0331905 0.864153 0.897344
0.0331674 0.864153 0.89732
0.0331443 0.864153 0.897297
0.0331212 0.864152 0.897273
0.0330982 0.864152 0.89725
0.0330751 0.864151 0.897226
0.0330521 0.864151 0.897203
0.0330291 0.86415 0.897179
0.0330061 0.86415 0.897156
0.0329831 0.864149 0.897132
0.0329602 0.864149 0.897109
0.0329372 0.864148 0.897085
0.0329143 0.864148 0.897062
0.0328914 0.864147 0.897038
0.0328685 0.864146 0.897015
0.0328456 0.864146 0.896991
0.0328228 0.864145 0.896968
0.0327999 0.864145 0.896944
0.0327771 0.864144 0.896921
0.0327543 0.864143 0.896897
0.0327315 0.864143 0.896874
0.0327087 0.864142 0.896851
0.0326859 0.864141 0.896827
0.0326632 0.86414 0.896804
0.0326404 0.86414 0.89678
0.0326177 0.864139 0.896757
0.032595 0.864138 0.896733
0.0325723 0.864137 0.89671
0.0325496 0.864137 0.896686
0.032527 0.864136 0.896663
0.0325043 0.864135 0.896639
0.0324817 0.864134 0.896616
0.0324591 0.864133 0.896593
0.0324365 0.864133 0.896569
0.0324139 0.864132 0.896546
0.0323913 0.864131 0.896522
0.0323688 0.86413 0.896499
0.0323463 0.864129 0.896475
0.0323238 0.864128 0.896452
0.0323013 0.864127 0.896428
0.0322788 0.864126 0.896405
0.0322563 0.864125 0.896382
0.0322339 0.864124 0.896358
0.0322114 0.864123 0.896335
0.032189 0.864122 0.896311
0.0321666 0.864121 0.896288
0.0321442 0.86412 0.896265
0.0321219 0.864119 0.896241
0.0320995 0.864118 0.896218
0.0320772 0.864117 0.896194
0.0320549 0.864116 0.896171
0.0320326 0.864115 0.896148
0.0320103 0.864114 0.896124
0.031988 0.864113 0.896101
0.0319658 0.864112 0.896077
0.0319435 0.864111 0.896054
0.0319213 0.864109 0.896031
0.0318991 0.864108 0.896007
0.0318769 0.864107 0.895984
0.0318548 0.864106 0.895961
0.0318326 0.864105 0.895937
0.0318105 0.864103 0.895914
0.0317884 0.864102 0.895891
0.0317663 0.864101 0.895867
0.0317442 0.8641 0.895844
0.0317221 0.864098 0.895821
0.0317001 0.864097 0.895797
0.031678 0.864096 0.895774
0.031656 0.864095 0.895751
0.031634 0.864093 0.895727
0.031612 0.864092 0.895704
0.0315901 0.864091 0.895681
0.0315681 0.864089 0.895657
0.0315462 0.864088 0.895634
0.0315243 0.864086 0.895611
0.0315024 0.864085 0.895587
0.0314805 0.864084 0.895564
0.0314586 0.864082 0.895541
0.0314368 0.864081 0.895517
0.0314149 0.864079 0.895494
0.0313931 0.864078 0.895471
0.0313713 0.864076 0.895448
0.0313496 0.864075 0.895424
0.0313278 0.864073 0.895401
0.0313061 0.864072 0.895378
0.0312843 0.86407 0.895355
0.0312626 0.864069 0.895331
0.0312409 0.864067 0.895308
0.0312193 0.864066 0.895285
0.0311976 0.864064 0.895262
0.031176 0.864062 0.895238
0.0311543 0.864061 0.895215
0.0311327 0.864059 0.895192
0.0311112 0.864057 0.895169
0.0310896 0.864056 0.895145
0.031068 0.864054 0.895122
0.0310465 0.864052 0.895099
0.031025 0.864051 0.895076
0.0310035 0.864049 0.895053
0.030982 0.864047 0.895029
0.0309605 0.864046 0.895006
0.0309391 0.864044 0.894983
0.0309177 0.864042 0.89496
0.0308962 0.86404 0.894937
0.0308748 0.864039 0.894913
0.0308535 0.864037 0.89489
0.0308321 0.864035 0.894867
0.0308108 0.864033 0.894844
0.0307894 0.864031 0.894821
0.0307681 0.864029 0.894798
0.0307469 0.864028 0.894774
0.0307256 0.864026 0.894751
0.0307043 0.864024 0.894728
0.0306831 0.864022 0.894705
0.0306619 0.86402 0.894682
0.0306407 0.864018 0.894659
0.0306195 0.864016 0.894636
0.0305983 0.864014 0.894613
0.0305772 0.864012 0.894589
0.0305561 0.86401 0.894566
0.0305349 0.864008 0.894543
0.0305139 0.864006 0.89452
0.0304928 0.864004 0.894497
0.0304717 0.864002 0.894474
0.0304507 0.864 0.894451
0.0304297 0.863998 0.894428
0.0304087 0.863996 0.894405
0.0303877 0.863994 0.894382
0.0303667 0.863992 0.894359
0.0303458 0.86399 0.894336
0.0303248 0.863988 0.894313
0.0303039 0.863986 0.89429
0.030283 0.863983 0.894266
0.0302622 0.863981 0.894243
0.0302413 0.863979 0.89422
0.0302205 0.863977 0.894197
0.0301996 0.863975 0.894174
0.0301788 0.863973 0.894151
0.0301581 0.86397 0.894128
0.0301373 0.863968 0.894105
0.0301165 0.863966 0.894082
0.0300958 0.863964 0.894059
0.0300751 0.863961 0.894036
0.0300544 0.863959 0.894013
0.0300337 0.863957 0.893991
0.0300131 0.863954 0.893968
0.0299924 0.863952 0.893945
0.0299718 0.86395 0.893922
0.0299512 0.863947 0.893899
0.0299306 0.863945 0.893876
0.0299101 0.863943 0.893853
0.0298895 0.86394 0.89383
0.029869 0.863938 0.893807
0.0298485 0.863936 0.893784
0.029828 0.863933 0.893761
0.0298075 0.863931 0.893738
0.0297871 0.863928 0.893715
0.0297667 0.863926 0.893692
0.0297462 0.863923 0.89367
0.0297258 0.863921 0.893647
0.0297055 0.863918 0.893624
0.0296851 0.863916 0.893601
0.0296648 0.863913 0.893578
0.0296444 0.863911 0.893555
0.0296241 0.863908 0.893532
0.0296039 0.863906 0.89351
0.0295836 0.863903 0.893487
0.0295633 0.863901 0.893464
0.0295431 0.863898 0.893441
0.0295229 0.863895 0.893418
0.0295027 0.863893 0.893395
0.0294825 0.86389 0.893373
0.0294624 0.863888 0.89335
0.0294423 0.863885 0.893327
0.0294221 0.863882 0.893304
0.029402 0.86388 0.893282
0.029382 0.863877 0.893259
0.0293619 0.863874 0.893236
0.0293419 0.863871 0.893213
0.0293218 0.863869 0.893191
0.0293018 0.863866 0.893168
0.0292819 0.863863 0.893145
0.0292619 0.86386 0.893122
0.0292419 0.863858 0.8931
0.029222 0.863855 0.893077
0.0292021 0.863852 0.893054
0.0291822 0.863849 0.893031
0.0291624 0.863846 0.893009
0.0291425 0.863844 0.892986
0.0291227 0.863841 0.892963
0.0291029 0.863838 0.892941
0.0290831 0.863835 0.892918
0.0290633 0.863832 0.892895
0.0290435 0.863829 0.892873
0.0290238 0.863826 0.89285
0.0290041 0.863823 0.892828
0.0289844 0.86382 0.892805
0.0289647 0.863818 0.892782
0.0289451 0.863815 0.89276
0.0289254 0.863812 0.892737
0.0289058 0.863809 0.892714
0.0288862 0.863806 0.892692
0.0288666 0.863803 0.892669
0.028847 0.8638 0.892647
0.0288275 0.863797 0.892624
0.028808 0.863794 0.892602
